objektidentitet,lannamn,kommunnamn,sockenstadnamn,
518E552C-A939-4B10-9B0F-93289591AC4E,Skåne,"Hässleholm, Östra Göinge, Kristianstad",Kviinge,
51EFDE93-6043-42F9-9E87-01ED5529C407,"Södermanland, Östergötland","Oxelösund, Norrköping, Nyköping",Oxelösund,
51F67846-C388-4236-8A7B-79A38064F567,Kalmar,"Vimmerby, Västervik",Frödinge,
51F8146F-9951-4B56-ADD1-DC28B828FC80,Västra Götaland,"Lilla Edet, Trollhättan",Fuxerna,
5201DC3C-7235-426F-AFCD-6B2E167F8AB1,"Uppsala, Uppsala, Stockholm","Håbo, Håbo, Upplands-Bro, Sigtuna",Håtuna,
520561F7-F8D9-467A-985E-ED6D90A80995,Västra Götaland,"Tjörn, Kungälv",Klädesholmen,
5223A65B-98B0-472C-91CB-9821ACF77E53,Västra Götaland,"Mark, Svenljunga, Borås",Ljushult,
5242D568-CE01-4E71-AD2C-C1B2F294F0DE,Skåne,"Ystad, Ystad, Simrishamn",Löderup,
524BB617-EFF0-4F42-8D2C-FC13428D6BC1,Skåne,"Ängelholm, Helsingborg, Åstorp, Helsingborg",Fleninge,
524F7CC6-7448-4712-9694-38425AD42619,Östergötland,Linköping,Kärna,
525A37E2-76AE-4ED0-99EC-86D29F15DEC4,Västra Götaland,Skövde,Norra Kyrketorp,
52807582-BF0F-4855-9782-81A21E217652,Skåne,"Skurup, Trelleborg, Svedala",Skurup,
52A5DD62-98FB-43C5-BD06-2B7026FD33C6,Örebro,"Hallsberg, Kumla, Lekeberg",Hackvad,
52A925A4-2746-4B32-974A-206270058DA5,Södermanland,"Eskilstuna, Flen, Katrineholm",Mellösa,
52B1981C-F962-4E83-833D-94050EAE26AA,Västernorrland,"Sundsvall, Timrå",Tynderö,
52E81659-6CB2-4901-B199-3AC92914D188,"Stockholm, Södermanland, Uppsala","Ekerö, Strängnäs, Enköping",Torsvi,
5300334B-F93D-4EEA-AF82-77D9FC17EAE4,Västerbotten,"Umeå, Umeå, Vännäs, Vindeln",Umeå,
53024B5C-958B-4CAE-A8C5-61A4BA7C778A,Västra Götaland,"Herrljunga, Vara, Vara",Österbitterna,
5326A583-1AB3-4104-B24C-62431B385BDB,Västra Götaland,"Tanum, Munkedal",Mo,
5326ED8D-59DA-41D2-957E-4AFAFA4AC637,Västra Götaland,"Herrljunga, Vårgårda",Asklanda,
53899A3F-10F7-418D-BB6E-7959C561D650,Västmanland,"Hallstahammar, Västerås",Dingtuna,
5391E746-D6AD-45B2-B9D0-52CA1D578ABF,Kronoberg,"Markaryd, Ljungby",Nöttja,
53AF21E1-71F9-4039-906A-FDCFC62176F5,Östergötland,"Ödeshög, Mjölby, Vadstena",Källstad,
53B678E6-177B-410B-BE4B-D45EAC6FDBF6,Östergötland,"Åtvidaberg, Valdemarsvik, Linköping, Söderköping, Norrköping",Östra Ryd,
53D02CF2-9DB1-4769-9D2A-FEFBEC5F7CDD,Gotland,Gotland,Näs,
53E5891D-1402-4EAF-BC81-932F8A82B468,Västra Götaland,"Herrljunga, Vårgårda",Grude,
540D8ED6-3885-4A2E-A5F4-F058EC79D7AF,Västernorrland,"Kramfors, Sollefteå, Örnsköldsvik",Boteå,
54317EFB-D9EC-4B84-B982-4BDBF3F4E2F8,"Gävleborg, Gävleborg, Dalarna","Sandviken, Gävle, Sandviken, Sandviken, Hofors, Falun",Ovansjö,
543451F6-1C17-478B-B343-E660ED2C9CC7,Östergötland,"Söderköping, Valdemarsvik, Söderköping, Norrköping",Sankt Anna,
54564DCC-4AD6-486D-BE82-7EA13EDA8978,Jämtland,"Bräcke, Ragunda",Håsjö,
5491335B-9067-4D99-B368-E4A4F10CF637,Skåne,Hässleholm,Stoby,
54BC88DA-0B02-4F74-9549-B8EBD03AE4A8,Jönköping,"Värnamo, Vaggeryd",Fryele,
54BEC556-9572-47A2-A552-821AAC09ECC9,Södermanland,Nyköping,Helgona,
55076149-B6AE-485F-87DA-669F29439EAD,Kalmar,Kalmar,Kalmar,
5513DC08-DB95-4A8F-9BA7-CBB3C839BBF6,Skåne,"Kävlinge, Landskrona",Västra Karaby,
551F97A1-8459-4CF8-A53D-997D3EB3C972,Skåne,"Vellinge, Malmö, Svedala",Arrie,
554FBA7D-67B7-45CB-BA64-54D9235188E1,"Uppsala, Stockholm, Stockholm, Uppsala","Uppsala, Norrtälje, Norrtälje, Uppsala, Östhammar",Edebo,
55C043AB-AE9E-40C5-9020-BE08160D04FD,Skåne,"Svedala, Trelleborg",Svedala,
560EA510-113C-439E-A223-B4861D2B89FC,Stockholm,"Österåker, Norrtälje, Norrtälje",Roslags-Kulla,
56164CD3-63E3-441A-8064-FF48E7924926,Västernorrland,Örnsköldsvik,Själevad,
5619E018-18D1-46DC-BAD1-A614D55EAB60,Västra Götaland,"Falköping, Falköping, Skara",Segerstad,
5632B629-737F-41AE-8E27-DE63A638D912,Jönköping,"Vaggeryd, Gislaved, Jönköping",Bondstorp,
563E1F5C-2EF0-4672-A87F-6F720A6A5D0E,Västra Götaland,Lidköping,Väla,
564BFD23-EEA9-4DFA-B2AE-872B403A39C5,"Jämtland, Västernorrland, Västernorrland","Ragunda, Sollefteå, Strömsund, Sollefteå",Ramsele,
565AD8FC-D8E1-4311-8D3A-EEFFD48CA9D7,Gävleborg,"Söderhamn, Bollnäs, Söderhamn, Bollnäs",Segersta,
5668F3F7-C3C1-4538-B0A0-F4440626445C,Östergötland,"Söderköping, Norrköping, Norrköping",Rönö,
57123F93-831E-444D-9127-87D97D64ADDF,"Kronoberg, Blekinge, Kronoberg","Tingsryd, Karlshamn, Ronneby, Tingsryd",Tingsås,
574C5BE6-11CB-45F3-8CAF-637E355C7724,"Blekinge, Skåne","Sölvesborg, Bromölla",Sölvesborg,
576F2710-F94E-4D36-9E37-331B43FBEF4C,Kalmar,Kalmar,Hossmo,
578058D8-1238-4ED4-B857-7440F30C3D8F,"Östergötland, Kalmar","Valdemarsvik, Västervik, Åtvidaberg",Hannäs,
5783F04B-7AB9-433E-83A6-521500528C92,Kalmar,Mörbylånga,Torslunda,
57979BF0-FA8D-476E-820F-7FAC199B2D7F,Västerbotten,Skellefteå,Skellefteå,
57ADB4FA-8CEB-4AA2-96B4-A0B126E35EDC,"Uppsala, Västmanland","Enköping, Västerås",Bred,
5808BE78-63EC-4CD6-90BC-C5E6E732E5BF,"Gävleborg, Gävleborg, Uppsala","Sandviken, Gävle, Tierp, Heby, Sandviken, Älvkarleby, Gävle",Hedesunda,
58424A59-9C93-43F8-8C7C-C7BF386B6280,"Västmanland, Södermanland, Västmanland","Kungsör, Eskilstuna, Hallstahammar, Köping, Kungsör",Torpa,
584E908D-F108-4155-ABAC-468F22E73DC5,Västra Götaland,Svenljunga,Svenljunga,
5861431E-9E5B-414A-9271-A9FCEC33681F,Stockholm,"Upplands-Bro, Sigtuna",Sigtuna,
58BE3FD9-8E13-4834-AA00-39F9B809FDE2,"Gävleborg, Gävleborg, Västernorrland","Nordanstig, Hudiksvall, Nordanstig, Sundsvall",Bergsjö,
58E004EF-315D-479C-9CFD-9C0A72E79988,Gävleborg,"Ockelbo, Gävle, Söderhamn, Bollnäs",Skog,
591E4C36-84BF-4A6E-A7FA-1F764D6CF9C5,Halland,Falkenberg,Gällared,
5922ECBC-7FA0-4E2C-8D66-CC80B37ECA51,Södermanland,Nyköping,Bogsta,
592A0535-9EF4-4C1D-BBAC-868A1F519647,Värmland,"Arvika, Säffle, Grums",Stavnäs,
5935A056-D154-4406-9D5E-BEFFD65CC386,Skåne,"Lund, Eslöv",Gårdstånga,
59476C90-EACF-4883-898E-DD4674556811,Västra Götaland,"Vänersborg, Färgelanda, Munkedal, Mellerud",Högsäter,
594C61F7-9857-49A6-A1D3-1FA4B539E591,Gotland,Gotland,Hejdeby,
59779D87-7BBB-41EC-A2CF-C1E9129BF4F5,Skåne,Trelleborg,Bösarp,
5980AA26-7455-4735-8368-E71DEA6FD154,Västra Götaland,"Bollebygd, Borås, Borås",Sandhult,
598C620F-8E60-42C7-976B-426F0D5BB080,Kronoberg,"Växjö, Alvesta",Öjaby,
59AA901E-75C1-4F41-B212-078FABCBF9A2,Halland,Varberg,Grimeton,
59CA957D-074B-400E-ADDC-7E509D75B2AF,"Dalarna, Västmanland, Dalarna, Västmanland, Dalarna","Avesta, Sala, Norberg, Hedemora, Avesta, Hedemora, Sala, Avesta",Folkärna,
59E2D9E9-D84C-44EE-8C77-BBFBC5E55B1C,Västernorrland,"Kramfors, Sollefteå",Sollefteå,
59E449FE-3F6E-47C8-83FE-C6030E9AB2A4,Norrbotten,"Piteå, Piteå, Älvsbyn, Luleå, Arvidsjaur, Boden, Jokkmokk",Älvsby,
59E92F5C-1623-4CD1-B368-B010BAFCA1F7,Jönköping,"Vaggeryd, Jönköping",Barnarp,
59FC386E-5423-4316-A990-7DEE6D89BE04,Västra Götaland,"Falköping, Tidaholm",Kälvene,
5A033C12-C176-4E57-95AB-7F9DA447778D,Västernorrland,Sundsvall,Sundsvall,
5A31C1CA-3D47-4998-96B7-7E9F227FE0CD,"Västra Götaland, Värmland, Västra Götaland","Dals-Ed, Bengtsfors, Årjäng, Bengtsfors",Torrskog,
5A3C0B61-D7D3-4E63-9D7A-42EE83D2638B,"Halland, Jönköping","Hylte, Gislaved",Jälluntofta,
5A3CD673-D01A-4AF1-A909-1761C741B8E0,Östergötland,"Motala, Vadstena",Sankt Per,
5A3F36D0-99B1-4536-B13C-C957FF04BC2B,"Västernorrland, Jämtland, Västernorrland","Sollefteå, Ragunda, Sollefteå",Edsele,
5A50A1BD-2931-4222-86D3-F5E6C1C7CCE3,Skåne,Ängelholm,Rebbelberga,
5A6CA2C1-70C4-4293-9D55-96870C2D51CB,Skåne,"Bromölla, Kristianstad",Ivö,
5AB27A8E-E7C7-484F-A8BF-68E26525DE21,Västra Götaland,"Mark, Svenljunga, Borås, Borås",Skephult,
5AC33049-6187-45D4-BBBF-93B5D8E9534E,Gotland,Gotland,Othem,
5AE9FE46-D2AF-4D4A-BE9E-310A94D8DBCE,Västra Götaland,Strömstad,Näsinge,
5AF47578-C067-4FB8-A843-0BB8766549FA,Västra Götaland,"Färgelanda, Vänersborg, Uddevalla, Uddevalla",Lane-Ryr,
5B02BAFB-E97A-4BD3-B9E6-7B3B1816EE4E,Skåne,"Höör, Hässleholm",Tjörnarp,
5B21ACC0-1FAD-4010-9994-5A8A89B2F6EF,"Halland, Västra Götaland, Halland","Kungsbacka, Mölndal, Kungsbacka",Tölö,
5B287B39-A914-4CF1-9D8E-50F1761F0C16,Gotland,Gotland,Ganthem,
5B47CE9A-8E35-4AFC-B229-5D2F88BA2DA2,Västra Götaland,"Falköping, Vara, Skara",Bjärka,
5B518A40-43A5-49BB-B49A-B691AD8B2128,Värmland,"Årjäng, Arvika",Silbodal,
5B82CDAD-CCAD-484F-B166-A6639D148573,Kalmar,Borgholm,Köping,
5BA518DB-1978-4F45-ADBB-758B92978952,Södermanland,"Nyköping, Katrineholm",Stigtomta,
5BBBEAC4-0BFC-4CE2-B26D-E6821907B2AB,Uppsala,"Uppsala, Östhammar",Stavby,
5BC7CD2F-6E30-4525-800C-BC5B3392F057,"Västra Götaland, Värmland","Bengtsfors, Säffle, Årjäng, Arvika",Sillerud,
5BE389D5-7AC3-4E3D-BDAF-1060F7B1832B,Jönköping,"Vaggeryd, Jönköping",Månsarp,
5C36B581-5FC2-4919-96C5-99EE987119FA,Västra Götaland,"Sotenäs, Tanum",Svenneby,
5C4A63F5-D73A-43F1-8D22-4317D23285AA,Dalarna,"Gagnef, Borlänge, Leksand, Falun, Falun, Leksand",Ål,
5C674619-81C3-4E8C-94A5-EEB08A7A8570,Jönköping,"Aneby, Jönköping, Aneby",Haurida,
5C92B190-6FCD-4ACD-B390-D88B25751B26,Västra Götaland,"Skövde, Götene, Skara, Skövde, Mariestad, Skövde",Berg,
5C933299-27C5-4D75-BAB8-788C40725AAC,Västra Götaland,"Bollebygd, Alingsås, Lerum, Vårgårda, Alingsås",Alingsås,
5CA46E35-E92D-4293-B271-703B37FD731F,Skåne,"Lund, Staffanstorp",Dalby,
5CB6A21C-E29B-4A48-A342-5CD963F5870C,Stockholm,"Ekerö, Ekerö, Upplands-Bro",Färentuna,
5CCE7425-565E-4010-A7EF-A9C17AC16363,Uppsala,"Uppsala, Knivsta",Danmark,
5CF573E1-3C39-4031-9EA1-D8417BC558A1,"Västra Götaland, Jönköping, Västra Götaland","Ulricehamn, Mullsjö, Falköping, Ulricehamn, Falköping",Fivlered,
5CF7ADC7-98A1-4D82-ACBB-8914CDC8654E,"Jönköping, Västra Götaland","Mullsjö, Tidaholm, Falköping",Kymbo,
5D1C8207-C909-4882-B9CC-122899B66AB4,Stockholm,"Upplands Väsby, Sollentuna, Järfälla, Upplands-Bro, Sigtuna",Ed,
5D8B2D6B-1B54-408B-9423-88B259B0E711,Västra Götaland,"Tanum, Tanum, Strömstad",Tanum,
5D8DC9FB-777E-4E37-A320-4F2E5B405872,Värmland,Säffle,Södra Ny,
5D9C7B36-1E37-4932-8073-082A7EA0954E,Södermanland,Flen,Blacksta,
5D9F50B1-7376-4635-A89C-4625DEFA97D3,"Stockholm, Uppsala","Sigtuna, Norrtälje, Knivsta, Uppsala",Gottröra,
5DA12733-4DD6-4E89-9BEA-BD6995CB13AF,Gotland,Gotland,Eskelhem,
5DA162F6-5801-4E6F-8F9E-330F99775488,Västra Götaland,Herrljunga,Norra Säm,
5DA7DE49-439C-4094-BF25-FCD7988BE272,Södermanland,"Nyköping, Flen",Husby-Oppunda,
5DCB34A1-8641-45A2-874C-058F8A0D7B1E,"Jönköping, Jönköping, Kalmar","Eksjö, Vetlanda, Hultsfred, Eksjö, Vimmerby",Hässleby,
5DDBDCAD-BA21-491F-BFF4-97FBDFF2EA92,Västra Götaland,Vara,Södra Lundby,
5E09BE2F-44F4-4D93-842F-EF678DDBD98A,Östergötland,"Linköping, Linköping, Norrköping, Finspång, Motala",Stjärnorp,
5E255753-A2EB-4820-A66B-5E06767D18EF,Skåne,"Klippan, Svalöv, Klippan, Åstorp",Västra Sönnarslöv,2022-06-03
5E631952-41A7-45DE-9657-151C969877B6,Gotland,Gotland,Sjonhem,
5E696F46-BB69-423C-B065-D33E6EEE08A9,Halland,"Falkenberg, Halmstad, Halmstad, Falkenberg",Getinge,
5EAFB2BF-D04B-4B51-9F58-7E09F41319BF,Skåne,Ystad,Ingelstorp,2021-06-01
5EC65F5E-4AFF-4BAD-8AF1-7BFB73378DC9,Skåne,"Ystad, Simrishamn, Tomelilla",Hannas,
5EC8E290-2F26-4EAA-BBC1-64EF6B38FB3F,Stockholm,Ekerö,Skå,
5ECAE7C6-97FC-4475-8B58-3EECBDC23B34,Uppsala,Uppsala,Vänge,
5ECF1B0A-F073-4B5D-98AF-1F1154C5186A,"Uppsala, Västmanland, Uppsala","Enköping, Västerås, Enköping",Tillinge,
5F1EDF35-2FA7-49DC-91CB-D6903215AB74,"Östergötland, Södermanland, Örebro","Finspång, Vingåker, Hallsberg, Örebro",Regna,
5F240F7B-8F0D-411D-9DA5-C6177AE67502,Kronoberg,"Ljungby, Markaryd, Ljungby",Torpa,
5F2589EE-A522-430B-8091-EBF761CF260A,Västra Götaland,Ulricehamn,Gullered,
5F2F6C43-3352-42D6-8684-FFA74651FB07,Östergötland,"Ydre, Kinda, Boxholm, Linköping, Mjölby",Malexander,
5F485DE4-FB8B-49C4-AEBD-6050C4EC3970,"Örebro, Västmanland","Lindesberg, Arboga, Köping, Skinnskatteberg",Västra Skedvi,
5F52C37A-B9CB-44FE-9BB3-F293329BC24B,Halland,"Halmstad, Falkenberg",Rävinge,
5F555D7B-F69F-45B1-B5EF-C9F11035619B,Kalmar,"Hultsfred, Oskarshamn, Vimmerby, Västervik",Tuna,
5F72EA56-691F-474D-A99A-E5A8DAD692AD,Kronoberg,Växjö,Söraby,
5F98D46A-081C-468A-B126-3AD60D19C63E,"Jönköping, Jönköping, Östergötland","Jönköping, Jönköping, Aneby, Tranås, Ödeshög",Gränna,
5F9A60A0-D8A9-4085-A46C-D97D66FCBA00,Skåne,"Ängelholm, Åstorp",Ausås,
5FBF052C-4E7F-41F0-9CA5-72DFB1D20C61,Västra Götaland,"Skövde, Töreboda, Mariestad, Skövde",Flistad,
5FE0856D-F247-4A8E-8EC5-FF9A43E5A2F3,Västra Götaland,"Alingsås, Lerum, Alingsås",Hemsjö,
5FE37B5F-2364-439B-89DD-2F91283557B7,Västra Götaland,"Bollebygd, Borås, Vårgårda",Nårunga,
5FEB77F3-345F-446B-B2DF-D310F6CC51D3,Södermanland,Eskilstuna,Hammarby,
600A910D-5814-4370-B63E-7190036F6799,Uppsala,Enköping,Enköping,
602DDDF1-66B0-4C9A-93E2-73C26557240F,"Halland, Halland, Västra Götaland","Kungsbacka, Kungsbacka, Mark",Fjärås,
604DB6B6-5794-4EAC-AD24-7F0623E32F1B,Värmland,Torsby,Nyskoga,
606CC6CC-4C27-49D7-8470-ECA1A89F16FA,Skåne,"Lund, Kävlinge, Lund, Lomma, Lund",Stångby,
607DB4C4-2BEF-4B25-BE17-84FEE372B3F7,Södermanland,Nyköping,Lid,
6086E3B1-30C2-4DC4-A0C8-C8F0ABE536AD,Skåne,"Hörby, Hörby, Höör, Kristianstad",Hörby,
60C3B457-BE5E-4725-B66C-66EE447EB563,Skåne,"Lund, Eslöv",Odarslöv,
60CBC0D8-4C53-4061-8159-9E41CE282D66,"Västra Götaland, Jönköping, Västra Götaland","Tranemo, Gislaved, Vaggeryd, Tranemo, Jönköping",Norra Unnaryd,
60CE0473-D256-4950-B85D-F9C83C101396,Uppsala,Heby,Huddunge,
60D6142E-141B-47D5-BE05-03E4473DD6CE,"Kronoberg, Jönköping","Alvesta, Växjö, Sävsjö",Aneboda,
60E6240F-4F9E-49A3-A335-44947C494AF5,Västra Götaland,Falköping,Valtorp,
612D6ED4-8B0F-4EB3-8EDB-96E53B77EF59,Stockholm,"Upplands-Bro, Sigtuna",Håbo-Tibble,
61420E38-8DB4-43A6-9D16-A3645F1F1AC6,Norrbotten,"Kalix, Pajala, Övertorneå, Kalix, Luleå, Överkalix, Boden, Övertorneå, Gällivare, Pajala",Överkalix,
61476C5E-8B8A-47BE-B75F-9F6BBBE7408D,"Östergötland, Örebro","Motala, Finspång, Askersund, Hallsberg, Örebro",Bo,
617506EE-5D28-4D70-83A7-B417F29D6744,Västernorrland,"Kramfors, Sollefteå, Örnsköldsvik",Sidensjö,
617B1245-6B24-4F74-AB58-ABD36BD6DC88,Östergötland,"Motala, Motala, Mjölby",Fornåsa,
617C6442-AE56-4127-B86F-4F099FF66ED7,Uppsala,"Uppsala, Östhammar",Alunda,
61830230-C18C-4A75-8A4F-413A149CB90F,Västra Götaland,"Tidaholm, Hjo, Hjo, Tidaholm, Tidaholm, Hjo, Skövde",Fröjered,
6190A419-C83A-4BE9-A4B0-2B1BB3D09A58,Dalarna,"Leksand, Ludvika, Gagnef, Ludvika, Vansbro, Leksand",Floda,
619DFC03-E90B-4516-B8E1-0BE80343FC36,Skåne,"Helsingborg, Landskrona",Glumslöv,
61A2F58B-BB0B-4B28-B1A7-CCC133B61ABF,"Stockholm, Uppsala","Sigtuna, Knivsta",Vidbo,
61A66C0B-FF37-4EEE-995D-B3928F632E22,Skåne,Båstad,Hov,
61A86D0C-23BE-499B-A408-29334913D283,Östergötland,"Kinda, Linköping",Nykil,
61C80E48-A53C-4262-919C-D666A90C84FC,Västra Götaland,"Vara, Alingsås, Essunga",Bäreberg,
61D265E1-F9AD-413A-8224-8740BDC9BB53,"Västernorrland, Västernorrland, Jämtland","Ånge, Ånge, Sundsvall, Bräcke",Holm,
61E5EEDB-0C88-47EB-B798-346AB465FA6C,"Halland, Kronoberg","Laholm, Halmstad, Ljungby",Vrå,
62115864-1038-4EB8-8DA4-41848A3E5343,Skåne,"Ystad, Simrishamn, Tomelilla",Glemminge,
622BBC7F-8B3F-4DC3-902B-09A63FBF8661,Kalmar,"Högsby, Nybro, Högsby, Mönsterås, Oskarshamn, Hultsfred",Högsby,
626CAA8A-CDEE-474F-B24D-02A50B8AE861,Skåne,Kristianstad,Kristianstad,2022-05-07
62905C94-843F-4D80-9D82-D671C4EC2677,Södermanland,Flen,Forssa,
630009C1-E488-450A-ADE0-BAE3F5B9C38C,"Östergötland, Södermanland, Östergötland","Norrköping, Nyköping, Norrköping",Kvillinge,
630E6DEB-ECBB-4125-B1B9-0A67048353B4,Skåne,"Lund, Lomma, Kävlinge, Kävlinge",Vallkärra,
633C00EF-4070-4C55-9B54-B5D6E53A2DC6,Västra Götaland,"Götene, Mariestad, Götene, Mariestad, Götene, Mariestad",Bredsäter,
635774DA-A56F-4A40-A6B8-B1A47381660F,"Gävleborg, Dalarna, Gävleborg","Ockelbo, Bollnäs, Falun, Ovanåker, Bollnäs, Söderhamn, Hudiksvall",Bollnäs,
637E07AB-1D14-498F-865B-9408752737A3,Örebro,"Örebro, Lindesberg",Ödeby,
637EFC3F-BE88-4853-A11B-4FFF0D186EA7,Västernorrland,Sollefteå,Långsele,
639466D1-71A5-4098-B143-B7446B16CD01,Västerbotten,"Storuman, Storuman, Sorsele, Lycksele, Sorsele, Lycksele, Vilhelmina, Storuman, Sorsele, Vilhelmina, Storuman",Stensele,
63A163F7-2D41-4B8D-B537-5381DC3B2271,Västra Götaland,"Hjo, Karlsborg, Tibro",Brevik,
64116A1C-6E2A-4A35-A0ED-0EE76E44BFD1,Norrbotten,"Övertorneå, Pajala, Övertorneå, Överkalix, Pajala, Gällivare",Korpilombolo,
64172866-0267-48A2-90DF-FE9C6B0C154C,Västra Götaland,Tranemo,Limmared,
641BE88C-6C6B-4400-A1B8-06922573D3D1,"Västra Götaland, Örebro","Karlsborg, Gullspång, Laxå, Degerfors",Finnerödja,
6452C365-3082-4D4E-BA73-A6310E7F549C,Gävleborg,"Hudiksvall, Ljusdal, Hudiksvall, Nordanstig, Ljusdal",Bjuråker,
6491124E-DE96-4D77-A63C-7211D6C7FDD8,Västra Götaland,"Falköping, Falköping, Skara, Skövde, Skövde, Falköping, Skara",Broddetorp,
649DACE6-B9A2-416C-980E-FC778BAF7DD5,Kronoberg,"Växjö, Alvesta",Bergunda,
64AFEBA2-DE4F-4415-845E-2DB187BEBBAF,Västra Götaland,"Vara, Lidköping, Lidköping",Jung,
64C86B37-0566-41DB-99A9-94FA6C109B5B,"Värmland, Värmland, Västra Götaland","Säffle, Säffle, Åmål, Grums",Kila,
64EAC77E-3706-4F55-BF42-C65225969532,"Kronoberg, Blekinge, Kronoberg, Kalmar","Tingsryd, Ronneby, Tingsryd, Emmaboda, Lessebo",Älmeboda,
64FB3446-0CF4-4FCB-866C-0539E006E034,"Jönköping, Västra Götaland","Gislaved, Gnosjö, Tranemo",Norra Hestra,
6517F9AC-F3C3-4CFF-BBF2-B27D2B086CF7,Västra Götaland,"Vänersborg, Trollhättan, Grästorp",Flo,
654190B7-1A55-4F19-AB55-40E544C93C0E,"Västmanland, Dalarna","Skinnskatteberg, Fagersta, Norberg, Smedjebacken",Fagersta,
65B55DCD-6D28-474B-A0A7-40D78A853CFE,Västra Götaland,Lidköping,Kållands-Åsaka,
65EFC971-DED3-4A9E-8005-DE6EEBDAE707,Västra Götaland,"Falköping, Tidaholm, Tidaholm, Falköping, Falköping",Tiarp,
660F58A7-E61D-49F5-9F42-4CFA560008D7,Skåne,"Sjöbo, Lund",Björka,
662FDD7A-5F4B-4B1F-88CA-E353D4D9E159,Västra Götaland,"Herrljunga, Falköping",Broddarp,
66332BAE-8B47-4DBD-BFCC-582FFD9DE470,Gävleborg,"Hudiksvall, Nordanstig, Nordanstig",Harmånger,
66458053-381B-495E-B7D9-7BA7EA49912B,"Jönköping, Kronoberg, Jönköping","Vetlanda, Uppvidinge, Vetlanda",Korsberga,
664A765C-A041-4EDA-ADBE-7CF9366054A0,Skåne,"Klippan, Perstorp, Eslöv, Svalöv, Höör",Riseberga,2022-06-03
66676862-240B-45AB-8154-A0311A0BCFE0,Västra Götaland,"Ulricehamn, Ulricehamn, Falköping",Böne,
668101F5-B589-496A-9633-58DA119F25AB,Skåne,"Sjöbo, Hörby",Östra Kärrstorp,
66815A28-DE40-4815-8148-ED1532635B52,Kronoberg,Växjö,Drev,
66B38681-BE23-472C-9C98-28E895BCD1B8,Värmland,Årjäng,Töcksmark,
66C30E23-B1F8-47D6-868D-4595C6B6EA76,Östergötland,Linköping,Rappestad,
66C42062-73EF-4451-84D9-7F9AE0A018B2,Gotland,Gotland,Buttle,
66EA4A70-799F-4B5C-98B3-BEC21DBDAE3F,"Östergötland, Kalmar","Valdemarsvik, Västervik, Åtvidaberg",Ukna,
66EF8E72-9A8C-4D73-90F4-2C4D6824C1A5,Skåne,"Eslöv, Höör",Hurva,
6702B7EF-6D42-4B67-A6F0-B3576F4F1F5A,"Blekinge, Kronoberg","Karlshamn, Ronneby, Olofström, Tingsryd",Ringamåla,
67AD40AC-128F-4342-93DF-2695DDC076A4,Västra Götaland,Borås,Brämhult,
67BDA7D6-BF5B-4A2E-9EF8-C8F5A6DDD51F,Gävleborg,Hudiksvall,Hudiksvall,
67C2764F-E136-467F-90FF-C123E819C5C3,Uppsala,"Tierp, Östhammar, Tierp",Film,
67DEA389-FC48-4B36-A1B6-8CBBE3A3489E,Skåne,Trelleborg,Trelleborg,
67EE24DA-3E51-4388-B650-919306DD9530,Västernorrland,"Härnösand, Timrå",Häggdånger,
67FF265B-4A69-4043-ACE5-A5596E54711F,Västra Götaland,"Sotenäs, Munkedal, Lysekil, Tanum",Tossene,
683572E9-84F7-46F8-B8C4-3EF6A7B9D88F,Stockholm,"Sollentuna, Solna, Stockholm, Sundbyberg, Danderyd, Täby, Järfälla, Upplands Väsby",Sollentuna,
6836021E-8894-40AA-A5BD-77D1940406DD,Västra Götaland,Ulricehamn,Knätte,
6856AE4F-BCCE-4A48-ACEE-D5B66807622E,Skåne,"Landskrona, Helsingborg, Svalöv, Bjuv",Ottarp,
6858BB03-A50C-45A0-A552-9EC86E336C70,Uppsala,"Östhammar, Uppsala, Östhammar",Ekeby,
6863109F-EAC9-49A5-9816-76D79A447EA1,Skåne,Hässleholm,Hässleholm,
6881862E-5493-462B-9E7B-1DC4C84AD12F,Halland,"Halmstad, Laholm",Tönnersjö,
688D0280-BF3D-4ABB-85DE-31AF7E8468D5,Östergötland,"Motala, Mjölby",Vallerstad,
68AF4560-2A18-4E8F-B0F1-3B7BA3FDD93F,"Stockholm, Uppsala","Sigtuna, Knivsta, Norrtälje, Uppsala",Husby-Långhundra,
68C73293-764D-4216-A3EA-31942F7C0CB8,Östergötland,"Mjölby, Boxholm, Linköping, Mjölby",Västra Harg,
68E89196-CFDE-48FF-B357-9CEAF6EB3C28,"Jämtland, Gävleborg, Jämtland, Gävleborg","Härjedalen, Ovanåker, Ljusdal, Härjedalen, Ljusdal",Färila,
68F1A010-4B79-427F-8A5B-565087380FA2,Skåne,"Svedala, Staffanstorp",Bara,
690BEA0A-7F42-4D17-B822-5A2E9B7B6739,Skåne,Trelleborg,Kyrkoköpinge,
69212A8B-730E-494C-84BF-907A0A101FE4,"Jönköping, Västra Götaland, Västra Götaland","Gislaved, Svenljunga, Tranemo, Svenljunga",Håcksvik,
6970179E-8216-43AD-B0CE-E7B1478A8C8A,"Stockholm, Uppsala","Sigtuna, Håbo, Knivsta",Vassunda,
6980138E-6769-4CFA-A3CC-90A420BCCA7F,Skåne,Eslöv,Västra Sallerup,
698DBA37-42B6-444A-8994-372A37F37D1D,Skåne,"Skurup, Sjöbo, Sjöbo",Blentarp,
69942332-E71C-40EC-8727-7A8B30B2A66E,Västmanland,Sala,Sala,
