objektidentitet,lannamn,kommunnamn,sockenstadnamn,
7B02A8B7-D5BA-4580-99FF-5B21B26689A9,Gotland,Gotland,Linde,
7B21C51D-A7F1-44B1-BB4E-3BA0B44BF645,Skåne,"Simrishamn, Tomelilla, Simrishamn",Sankt Olof,
7B448F1A-12E0-4980-BAF9-568FC50EEF0D,Skåne,"Eslöv, Svalöv, Eslöv",Bosarp,
7B4BAA27-27FC-413C-BF96-EE2B03151201,Södermanland,Nyköping,Råby-Rönö,
7B59D81F-C774-48D8-A6FE-C7077090C373,Dalarna,"Hedemora, Hedemora, Avesta",Garpenberg,
7B7B70E7-2BA9-497F-A5AA-CF5563C51EDF,Västra Götaland,Orust,Käringön,
7B8FABE3-9BBA-47DC-A3FB-B632FF310591,Skåne,"Ängelholm, Båstad",Förslöv,
7B9C2361-BE29-49BC-842B-271AC90F870B,Västra Götaland,Karlsborg,Karlsborg,
7B9F5D5C-5B7C-4466-B973-463724CB8B42,"Västra Götaland, Värmland","Bengtsfors, Årjäng",Blomskog,
7BB100C8-7310-4793-953F-B190AE60BB52,Skåne,"Vellinge, Malmö, Svedala",Törringe,
7BC00BD5-316F-43D1-BA60-D943C085606B,"Stockholm, Södermanland, Uppsala","Ekerö, Salem, Södertälje, Strängnäs, Enköping",Adelsö,
7BCE29C2-A8C2-4C03-AC0B-D96B893E4335,Kronoberg,"Alvesta, Växjö",Ör,
7C08EA3B-1F99-4B0B-BFDA-69F7AEF037D0,Jämtland,Krokom,Näskott,
7C0E632A-A7E7-48A4-AD63-E7F7D704FFCA,Kronoberg,"Älmhult, Ljungby",Pjätteryd,
7C17BE2D-0611-4EF8-8F1B-4262446C6392,Västra Götaland,"Ulricehamn, Ulricehamn, Falköping, Falköping",Kölaby,
7C34794C-586E-4476-B7CD-2FD22EFDBDE0,Dalarna,"Säter, Smedjebacken, Säter, Säter, Borlänge, Falun",Gustafs,
7C478669-1BDD-4078-BBED-442A1D819FEB,Kalmar,"Oskarshamn, Hultsfred, Vimmerby, Västervik, Oskarshamn",Kristdala,
7C64F132-DA43-4AB5-AD93-B7CBAEF9D992,"Jönköping, Kalmar","Vetlanda, Hultsfred",Stenberga,
7C7E488B-9D32-4698-8B40-CF2508DFA64D,Jönköping,"Nässjö, Aneby",Bredestad,
7C882575-6A29-400A-A8F6-7CEE5CC89474,Västra Götaland,"Mariestad, Töreboda",Ullervad,
7CD20014-8690-46B6-8768-1F11109452EF,Västra Götaland,"Lidköping, Vara",Häggesled,
7CEBC471-BF38-45D8-A4FC-A8A4DDB553D1,Västra Götaland,Tidaholm,Velinga,
7D214611-0C61-4D6E-B79D-86452B4ADDDE,"Östergötland, Södermanland","Norrköping, Nyköping, Katrineholm",Kila,
7D2D030E-0234-4F77-9A4E-3FAD15E0B04D,Uppsala,"Enköping, Håbo, Enköping",Hjälsta,
7D4AF4D5-7DEC-4938-9B60-89D6D4859FB9,Västra Götaland,"Göteborg, Göteborg, Mölndal, Härryda, Partille",Göteborg,
7D5DFF40-9B34-4069-B949-2A0692AFF5EB,Stockholm,Vallentuna,Vada,
7D69B85A-B237-4AE0-B6A8-B6597B5E7BEB,Uppsala,"Uppsala, Heby",Harbo,
7DB60EB0-1712-4044-BBDB-116288D76A52,Gotland,Gotland,Eke,
7DCF5493-762F-4B06-8ACA-630CDC6DD8AC,Gävleborg,Bollnäs,Bollnäs,
7DD624DA-757A-4F90-A9CE-D44AB07A24DD,"Jönköping, Västra Götaland","Mullsjö, Falköping, Tidaholm",Yllestad,
7DD84502-D644-4B0A-96A7-AEC32FBFB66D,Skåne,"Östra Göinge, Hässleholm, Östra Göinge",Gryt,
7DEDA9DB-4BF5-4937-90E5-59222FD31D54,Stockholm,Norrtälje,Väddö,
7E0573DC-9C72-4652-8529-AEB9167139D4,"Västra Götaland, Värmland","Mariestad, Götene, Gullspång, Säffle",Torsö,
7E57CC22-4F85-4513-B9A5-DBB7B1B21F5E,Västra Götaland,"Vänersborg, Trollhättan",Vänersborg,
7E67278D-3F00-4A44-AD30-CFA83F42580A,Skåne,Ystad,Valleberga,2021-06-01
7E6B3267-7740-445C-8D7D-CDF599E0D581,Västra Götaland,"Herrljunga, Herrljunga, Vara",Tarsled,
7E8AD0FA-C691-4F30-B790-4AAD9BB5B596,Västra Götaland,"Lerum, Ale, Alingsås, Lerum",Östad,
7EDEE5C8-F555-43BC-8B61-831966D81C39,Stockholm,"Värmdö, Vaxholm, Nacka, Lidingö, Österåker",Värmdö,
7EEEE62B-9505-4141-BDD0-88EC036673CF,Skåne,"Ängelholm, Bjuv, Åstorp",Björnekulla,
7EFB4550-91D4-464D-863C-B7F90C108801,Södermanland,Flen,Flen,
7F1CDB25-160F-40B7-A053-C73B0AA555B8,Kalmar,Mörbylånga,Smedby,
7F3A3631-DE8A-4A4C-816F-51101B5E6526,"Jämtland, Västernorrland","Strömsund, Sollefteå, Krokom",Ström,
7F58569E-418C-4B74-8D6B-E6736B3A7DE1,Skåne,Eslöv,Skeglinge,
7F8FF2BF-B962-4F67-ACDD-3676C7B70196,"Stockholm, Uppsala, Uppsala","Sigtuna, Knivsta, Knivsta",Odensala,
7FC48212-8F99-4F64-8571-0AC9EF53478F,Uppsala,Tierp,Tolfta,
7FE28835-4E55-4434-BD27-538E928D8DE1,Jönköping,"Sävsjö, Nässjö",Norra Ljunga,
7FE72354-338A-4863-B5FD-C24E58149DBF,Västra Götaland,"Mark, Mölndal, Härryda, Partille, Lerum",Landvetter,
8006CB9E-93A5-49D5-8EF5-511065A91EBE,Södermanland,"Eskilstuna, Flen, Strängnäs, Strängnäs",Länna,
8060A0D1-8B9F-4B05-BC98-DD88A09D56C1,"Kalmar, Östergötland","Vimmerby, Västervik, Kinda",Locknevi,
806D32D3-C138-4B26-BB24-31F9A2055CCD,"Uppsala, Stockholm, Uppsala","Uppsala, Norrtälje, Knivsta, Knivsta",Almunge,
8080FAAB-5171-492F-A3D1-50A5B5625671,Östergötland,Vadstena,Örberga,
80AA2483-4928-4EC4-B4DD-CDCB088CDE18,Skåne,Kristianstad,Träne,
80B0A0FB-8735-489E-83B1-C08D01AB7A41,"Värmland, Dalarna","Torsby, Hagfors, Malung-Sälen",Norra Ny,
80CA93AF-8696-4D21-92E2-EFFACCD7AC68,"Värmland, Dalarna","Torsby, Malung-Sälen, Mora, Älvdalen",Lima,
80DE74C8-4234-446A-89B1-EE45D6A2D926,Västra Götaland,Hjo,Hjo,
80E1212F-C4AB-4076-807C-CCB8ECFF28C7,Stockholm,Norrtälje,Norrtälje,
80E573BF-C969-42AF-86A7-DDB6BCD1157F,Kronoberg,Växjö,Östra Torsås,
80FA6F73-AFF3-44B2-8806-59AFC415C522,Uppsala,Östhammar,Hökhuvud,
8154E5D5-4D36-45EF-9888-EDF868C58D53,"Uppsala, Gävleborg, Uppsala","Tierp, Gävle, Tierp, Heby, Älvkarleby",Söderfors,
81692DC0-3159-428E-8855-9E2C14EDFA33,Västra Götaland,"Mark, Bollebygd, Borås, Härryda",Hyssna,
818DC4D3-6B02-4725-86B6-CB5290CBEF5C,"Dalarna, Gävleborg","Falun, Sandviken, Ockelbo",Svärdsjö,
818EAB7C-F337-48A8-984E-F54D1A91A9F7,Skåne,"Lund, Staffanstorp",Hardeberga,
81D5DE6B-402E-4962-860B-17C4B4673246,Kronoberg,Ljungby,Angelstad,
81E4894B-AF81-4C4B-840E-D25D096AB52E,Kalmar,Mörbylånga,Vickleby,
81FC9BC5-85E7-416F-880B-BA7B0971EA11,Jönköping,"Jönköping, Jönköping, Aneby",Skärstad,
820CFFE8-A89F-4459-AB15-9158C7331B58,Västerbotten,Skellefteå,Bureå,
821AFF52-0A0E-4798-B104-1830B4210B83,"Kronoberg, Kalmar, Kronoberg","Uppvidinge, Lessebo, Nybro, Växjö, Uppvidinge",Lenhovda,
82226B8E-145A-47DB-B567-C25E79C031D2,"Skåne, Halland, Kronoberg","Örkelljunga, Laholm, Markaryd",Hishult,
825CA406-CD6F-4793-83E7-E186E4C9C940,Skåne,"Tomelilla, Ystad",Benestad,
8283F959-2F24-4E54-82B9-8DD1A20BA62B,"Jönköping, Östergötland","Aneby, Ydre",Marbäck,
828FE056-C883-4919-9348-8076A414E30A,Västernorrland,Sundsvall,Tuna,
82941C81-6E76-48F7-8188-D8E04D389C3F,Stockholm,"Vaxholm, Lidingö, Danderyd, Täby, Österåker, Vallentuna",Östra Ryd,
8296EA73-A25C-42F5-A3A1-5B85320868D2,Dalarna,"Ludvika, Smedjebacken",Ludvika,
82A4D36F-2A8F-4840-A4EC-379CF8DFF7D5,Kalmar,Kalmar,Hagby,
82A8C69F-1B5B-4EC7-950D-884C22EF00F0,Stockholm,"Salem, Ekerö, Nykvarn, Södertälje",Ytterenhörna,
83269941-A4B6-45A3-9FF2-DBC2F23B21B7,Örebro,"Hallsberg, Kumla, Lekeberg",Hardemo,
8384D933-1D30-4CBE-AA1E-6616DC598AD6,Östergötland,"Finspång, Finspång, Norrköping",Risinge,
838F344E-829D-410A-88FC-41F5E827CFBF,Jönköping,"Vetlanda, Sävsjö, Nässjö",Vallsjö,
83B56A58-B227-45F4-8BE6-104F7A43A73B,Jönköping,"Nässjö, Sävsjö, Nässjö, Vaggeryd, Jönköping",Malmbäck,
83C179E4-9A48-4A2F-A5CE-F2BF4A48DAE8,"Värmland, Dalarna","Torsby, Malung-Sälen",Norra Finnskoga,
83CB5D36-28F6-4E6D-A8BB-0E4F30725C72,Västernorrland,Kramfors,Bjärtrå,
83D70EEC-F6EA-4E75-9467-2C4609BF357F,"Jönköping, Jönköping, Östergötland","Tranås, Aneby, Tranås, Ödeshög",Linderås,
83DD88B2-DCC5-430D-B556-E92F5214CBF1,Skåne,"Klippan, Ängelholm, Svalöv, Bjuv, Åstorp, Åstorp",Kvidinge,
83EFC3F8-911F-4C24-9E15-15741D798A01,Skåne,"Hörby, Kristianstad",Svensköp,
8417F53A-37C9-40A0-8068-A6BBC4DC03DB,Västernorrland,Härnösand,Härnösand,
84296551-13EB-4971-AE57-824FEEC303EF,Uppsala,Östhammar,Skäfthammar,
842A61E9-3ED5-4190-962B-B2A9C2EC743B,"Västerbotten, Jämtland, Västerbotten","Lycksele, Strömsund, Åsele, Vilhelmina, Dorotea, Storuman, Storuman, Åsele",Vilhelmina,
84449F43-E2C8-456F-97BC-657E9A8D67A7,Kronoberg,"Växjö, Tingsryd, Tingsryd, Växjö, Lessebo",Nöbbele,
847047AB-99F1-41EC-8FA8-2678E8F097E6,"Gävleborg, Dalarna","Hofors, Falun, Sandviken",Sundborn,
847295EF-B214-47B6-BB9D-1AFBCD16E9FB,Skåne,"Malmö, Svedala",Oxie,
8480F8BC-5DDC-4938-A3FA-BC768ABC2565,Stockholm,"Vaxholm, Värmdö",Vaxholm,
8506A7A8-2539-4116-BFAD-FB7D686B4697,Kalmar,Nybro,Nybro,
8540A710-EA47-4DB7-A189-8F6B6466D55A,Skåne,"Lund, Kävlinge, Eslöv",Håstad,
8570570F-A66D-4F1C-A518-11D19874D0DF,Uppsala,Uppsala,Vaksala,
857E87C7-3372-4DCB-B483-02EDD18955B4,Skåne,"Lomma, Kävlinge",Löddeköpinge,
857FE5AC-10FC-4B7A-8CF9-B647051ED958,Skåne,Tomelilla,Ullstorp,
8581A88B-FDD4-420D-BBAD-58A531848C23,Västra Götaland,"Ulricehamn, Herrljunga",Murum,
8584019C-FDE7-4FB4-9238-153303517B52,Kalmar,"Kalmar, Mönsterås, Nybro, Högsby",Ålem,
85F86DE8-A5A2-4C16-AEA4-1E3EA1631709,Skåne,"Ängelholm, Helsingborg, Höganäs, Helsingborg",Kattarp,
860316C0-9C63-4394-9946-541458C8701E,Uppsala,Enköping,Boglösa,
860964DC-7127-4420-AB28-660904D5FD4C,"Kronoberg, Jönköping","Ljungby, Värnamo, Gislaved",Torskinge,
8648CDA6-CD84-4716-97C8-50DCE8925691,Västra Götaland,"Vara, Herrljunga, Vara, Falköping",Larv,
86A11AD2-81B0-49CF-8818-5F106176DEFE,Västra Götaland,"Falköping, Skövde, Tidaholm, Skövde",Rådene,
86A931B4-D1CD-4C13-90EB-3932AB0A632D,Uppsala,"Uppsala, Knivsta",Uppsala,
86C7C316-BE17-426F-95BB-2302D5656A75,"Västra Götaland, Halland, Västra Götaland","Mark, Kungsbacka, Mark",Fotskäl,
87058A6D-905A-41E3-881B-8856B23564C8,Halland,Falkenberg,Stafsinge,
870A0A6A-3F2A-45A3-B83C-E73FC67D4ED8,"Stockholm, Uppsala","Sigtuna, Upplands-Bro, Håbo",Sankt Per,
87185659-7BFC-4475-854F-E9FBAE85511A,Västmanland,Västerås,Kungsåra,
8774171C-0BFD-4999-8204-2C115E7A6BD5,Gotland,Gotland,Bunge,
877A8957-CF59-40BD-9695-257389A909E9,Jönköping,"Jönköping, Nässjö",Lekeryd,
8784EE3A-1D55-4082-8350-67DC74BF8B71,Uppsala,"Uppsala, Uppsala, Heby",Åkerby,
87B4267B-AD95-4829-A7E1-2D8BEDD9B1E5,Skåne,Landskrona,Säby,
87DAE44B-401C-47A7-9569-B6FA6E0793FF,Skåne,Vellinge,Stora Hammar,
87F805A7-0D95-4F63-8160-5168F79DC0D2,"Jönköping, Halland, Jönköping","Gislaved, Hylte, Gislaved",Villstad,
881D44BE-F1E9-4ACC-BB68-B2401F52CD62,Skåne,Simrishamn,Östra Nöbbelöv,
883AB646-D6BB-46BD-8F09-703A3458F8CE,Västernorrland,"Kramfors, Örnsköldsvik",Nordingrå,
883C479D-5074-4F6C-B98A-442D4BA44D89,Halland,"Halmstad, Falkenberg",Eftra,
8857C96E-CA81-4518-BFC3-7ACAC686BE05,Västra Götaland,"Töreboda, Mariestad, Mariestad",Färed,
887E36F5-6F5E-460B-9EC8-CFF2CB33ED97,Skåne,"Trelleborg, Svedala, Trelleborg",Västra Alstad,
88983433-5668-486B-BA26-0126F8E76C6B,Västra Götaland,"Vårgårda, Herrljunga",Kvinnestad,
88DF25CE-0DE6-4BF2-B74A-16999A446B71,"Örebro, Örebro, Västmanland","Örebro, Örebro, Arboga, Lindesberg",Lillkyrka,
88F5293A-13F3-4870-A295-C74B0CAE165C,Skåne,"Höganäs, Helsingborg, Höganäs",Jonstorp,
890F0453-AE52-47A2-AEB6-BE39F502EC32,Halland,Falkenberg,Årstad,
8912FEB9-C841-473F-8E04-472771BD5578,Västernorrland,"Härnösand, Sundsvall, Timrå",Hässjö,
894E1447-3318-4BFB-AD66-5576D05DC091,Skåne,"Vellinge, Malmö, Svedala",Glostorp,
895755DB-AF20-4B76-B20E-7A195F8FA0C8,Norrbotten,"Gällivare, Arvidsjaur, Älvsbyn, Boden, Jokkmokk, Gällivare, Arjeplog",Jokkmokk,
895CAF78-E272-4902-AAA0-C61E058CC4E0,Jönköping,Jönköping,Hakarp,
895D6D8B-24C1-4598-A5A0-05BF704F26BA,Västra Götaland,"Öckerö, Göteborg, Kungälv",Öckerö,
89688B3A-FBDC-4AB4-883A-36E757DE2231,Skåne,Tomelilla,Spjutstorp,
899A0F58-D42E-47B7-BE21-3E1D5668F67D,Stockholm,Norrtälje,Rimbo,
89AF33A5-3C24-4F6C-A1E8-A5132C7DDD93,"Jönköping, Västra Götaland","Gislaved, Tranemo, Gnosjö",Båraryd,
89C5CC9A-09F5-4435-8051-9440B9249C67,Gotland,Gotland,Hörsne-Bara,
89CBFCB4-EFF0-4EFE-B205-39D9A37A1A00,Östergötland,"Åtvidaberg, Linköping, Söderköping",Björsäter,
89D31392-3E76-474B-AB9F-F16CEE24D038,Gotland,Gotland,Rone,
89DCACCA-DD02-49E8-96D3-504223AF23A7,Västra Götaland,"Munkedal, Sotenäs, Lysekil, Tanum",Bärfendal,
8A173576-A96B-4481-A4AA-E2A8512BD7BC,Skåne,"Simrishamn, Tomelilla",Östra Ingelstad,
8A19A7DE-D1C9-4B9E-9FA2-04E53BB20756,"Kronoberg, Kalmar, Jönköping","Uppvidinge, Högsby, Vetlanda, Hultsfred",Åseda,
8A357910-E570-43B0-9F6A-A797F64FBE27,"Kronoberg, Kronoberg, Jönköping","Ljungby, Ljungby, Värnamo",Vittaryd,
8A5E66E3-1ED3-462F-845C-AA2E63C80B8B,Skåne,Trelleborg,Gylle,
8A5F79E8-DE76-4ED9-8FB5-80CD40A0B103,Uppsala,"Östhammar, Östhammar, Uppsala, Tierp",Dannemora,
8A69C312-D866-428C-A67A-37333542CCAD,Västra Götaland,"Borås, Bollebygd, Vårgårda",Bredared,
8A8C3FDE-9919-4F42-856D-059414645B98,Blekinge,Karlskrona,Lösen,
8AA6EC16-4EE6-4A4A-9F90-8B64EAAFB0F3,Uppsala,"Enköping, Uppsala, Uppsala",Skogs-Tibble,
8AAA18B5-5415-4D48-AF3D-CC2B000C7704,Västra Götaland,"Alingsås, Essunga",Kyrkås,
8AAE6928-1621-4B28-9C9D-29AB1EA55938,Jönköping,Jönköping,Rogberga,
8AC116C2-E683-4299-A215-1B711E5CEAB1,"Halland, Västra Götaland","Kungsbacka, Göteborg, Öckerö",Styrsö,
8AFEC921-5924-4907-ADCC-728A6BC24B60,Västra Götaland,"Bollebygd, Borås, Borås",Borås,
8B6CC670-88DB-4EE9-AC3E-083478C10BA9,Skåne,Eslöv,Borlunda,
8B78AF32-E481-4C9B-A7C9-185F39EB3214,Halland,"Halmstad, Falkenberg, Falkenberg",Slöinge,
8BA6AFC6-321B-457F-BD8F-94C2A3045CFD,Halland,"Varberg, Kungsbacka, Varberg",Värö,
8BBD895E-6ED2-4785-9452-0344175C6097,Värmland,"Kil, Grums, Kil, Grums, Karlstad, Kil, Grums, Kil",Nor,
8C2D508F-0526-4413-A2DB-B9CF865D9F63,Västra Götaland,"Vårgårda, Herrljunga",Tumberg,
8C39EF6C-9F0D-443F-8EF2-40AE70E53BA9,"Stockholm, Uppsala","Norrtälje, Uppsala",Knutby,
8C418150-3A41-4450-9B9A-BB520E227C7E,"Södermanland, Västmanland","Eskilstuna, Västerås",Västerås-Barkarö,
8C85867F-B9E5-4384-BAC8-CB6E143C2816,Östergötland,"Motala, Mjölby",Varv,
8C97095B-4B67-41E9-BC67-A48B13CF7934,Västernorrland,"Sollefteå, Örnsköldsvik",Resele,
8CC7C49D-A8ED-4DB7-8099-3E380FDF4B51,Skåne,"Kristianstad, Hässleholm",Äsphult,
8CDD994E-522A-4988-8302-F9C9764FA827,Västra Götaland,"Alingsås, Vårgårda",Lena,
8CEA3BB5-E60B-4122-A1EB-47E72F16C29F,Västernorrland,"Sollefteå, Kramfors, Sollefteå, Örnsköldsvik",Överlännäs,
8CEBE4EF-7C8F-4862-A6F9-9EC29864EB8B,Jönköping,"Vetlanda, Nässjö, Eksjö",Björkö,
8CF4A843-2470-41D0-AE2D-6830D835081B,Gotland,Gotland,Stenkumla,
8CFD0743-32EF-4D39-B19E-E792654D1F8C,Östergötland,Linköping,Vikingstad,
8D168549-4FE6-4BAC-9C5A-68B9A860E649,Skåne,"Simrishamn, Ystad",Borrby,
8D42708C-9490-4E11-9556-B9A86A2D7420,Kalmar,Mörbylånga,Mörbylånga,
8D47A72D-0BF5-4778-BBBD-CE86358BD9E8,Dalarna,"Falun, Borlänge, Leksand",Stora Kopparberg,
8D6B95AA-C956-414C-A59B-A3227B947B91,Västra Götaland,"Kungälv, Stenungsund, Lilla Edet, Uddevalla",Ucklum,
8D74DEE9-5487-445D-9F45-7BE1A346C4FF,Uppsala,"Håbo, Uppsala, Enköping",Västeråker,
8DB085E2-83E1-42CD-908B-F737059F80E5,Stockholm,"Österåker, Vallentuna",Angarn,
8DDDF916-B8D4-49E0-B4DE-3EB6E6BA6093,Kronoberg,"Lessebo, Tingsryd, Växjö, Lessebo, Uppvidinge, Tingsryd",Hovmantorp,
8DE62784-12A3-4EEC-A5AA-AB77E03EDFB9,Västra Götaland,"Vara, Vara, Essunga, Herrljunga, Vara, Essunga",Lekåsa,
8DF33916-9FC6-43EE-A7D4-90BF68C5BE1A,Halland,"Halmstad, Hylte",Torup,
8DFD852E-DEAE-4B37-A554-50548B056F91,Östergötland,"Söderköping, Söderköping, Norrköping, Linköping, Söderköping, Norrköping",Gårdeby,
8E0E2F36-70A7-43A8-AD94-5301906995D6,Halland,"Falkenberg, Varberg",Källsjö,
8E2DDBC5-EF84-41C0-896E-7A910C978BE4,Västra Götaland,"Vänersborg, Grästorp, Vänersborg, Lidköping, Grästorp",Ås,
8E8413B6-128E-4942-98F6-9203952DD3CA,Skåne,"Trelleborg, Skurup, Trelleborg",Tullstorp,
8EACF7F2-8769-43D9-A692-E7713EEA40C7,Västra Götaland,"Falköping, Skövde",Borgunda,
8ECC890B-86D2-4DF0-B878-0F449D2E2E8C,"Jönköping, Kalmar, Östergötland","Eksjö, Vimmerby, Ydre",Rumskulla,
8ED731C3-2979-4A9D-B319-E58E60720BF8,Norrbotten,"Kalix, Kalix, Luleå, Överkalix, Luleå",Töre,
8EEE2508-7FAB-4D0F-80E2-1045DC322326,Jönköping,Vetlanda,Näsby,
8F07FE6D-431D-4C1A-AD04-3D73ABDF3398,Skåne,"Trelleborg, Vellinge",Maglarp,
8F25E380-791D-457B-A969-35C80DD314E1,"Norrbotten, Norrbotten, Västerbotten","Arjeplog, Arvidsjaur, Norsjö, Skellefteå, Malå, Piteå, Sorsele, Älvsbyn, Arjeplog, Jokkmokk",Arvidsjaur,
8F27362C-A56A-406E-8121-CDA4115DB37B,Västra Götaland,"Vänersborg, Lidköping, Grästorp, Grästorp, Lidköping",Tun,
8F3D92A9-D53D-4812-9E17-B7CBC9814CE8,Västra Götaland,"Skövde, Falköping, Skövde, Falköping, Skara, Falköping, Skövde",Stenstorp,
8F95E255-FACC-4E94-8815-2AD924D1146D,Kronoberg,"Växjö, Alvesta",Berg,
90024A06-5F8D-49E3-8EEF-18674B08F45C,Uppsala,"Knivsta, Uppsala",Lagga,
902F57DE-55E4-4D3F-BC43-708B66E4B9D6,Västra Götaland,"Ulricehamn, Herrljunga, Falköping",Kärråkra,
903F5449-4FA5-43DA-BD49-01CCEABAD558,Södermanland,"Flen, Katrineholm",Flen,
904BB9D9-26E5-4684-8378-2D40D6B957D8,Skåne,"Ystad, Tomelilla",Tosterup,
904E11C6-F377-4186-AF12-1B8AA7696702,Västra Götaland,"Svenljunga, Tranemo, Ulricehamn",Månstad,
9089319E-BE5D-496A-A928-ED89EE2BBE9E,Skåne,Båstad,Västra Karup,
909EA337-4DEF-4432-BB72-BD3EA7AA18A3,Uppsala,"Håbo, Uppsala, Enköping, Enköping",Holm,
90B7A058-6D56-4AA0-9791-A7B93DA7C39E,Västra Götaland,"Bengtsfors, Dals-Ed",Ärtemark,
90C35182-0D4D-459B-AA29-C778BEA3573A,Västra Götaland,"Alingsås, Vårgårda, Essunga, Vårgårda",Magra,
90D65451-0471-489D-AB8A-08F819FB6F89,Uppsala,"Enköping, Håbo, Enköping",Husby-Sjutolft,
90E0A425-9BC4-4A0D-933F-A1ACAFB134FC,"Västra Götaland, Halland, Västra Götaland","Mark, Varberg, Mark",Kungsäter,
91098F7B-A9A1-44C0-B9B4-0EC2F7380A26,Kronoberg,"Växjö, Lessebo, Uppvidinge",Furuby,
910EA36B-E2B8-4E56-BEA7-996461C069F6,Västernorrland,"Sollefteå, Örnsköldsvik",Ådals-Liden,
912178B4-0959-42C5-A6DA-DC095E9E86EE,Västra Götaland,"Falköping, Falköping, Skara, Skara, Skövde, Falköping, Skara, Skövde, Skövde, Falköping, Skövde",Hornborga,
914B17E0-20B5-498D-B1F3-084C9803BE28,Värmland,"Årjäng, Eda, Arvika",Karlanda,
914CDCEE-861D-4327-9D6A-0C3940D4AC2A,Västra Götaland,"Skara, Skövde, Falköping, Skara, Skövde, Falköping, Skövde, Skara, Skövde, Falköping",Bolum,
915811CD-7BE9-412E-8CD7-73D4C07DD99F,Västra Götaland,Herrljunga,Södra Björke,
9173A0F9-000E-43D9-94FC-52697255863B,Skåne,Simrishamn,Gladsax,
918CCD2C-9693-4836-999D-0C6C8F0BBF7B,Västra Götaland,Svenljunga,Östra Frölunda,
91ADAA79-BCBC-42EA-95E4-3F3FA8467FBF,Östergötland,Motala,Lönsås,
91B8639B-C407-4EEA-B81B-6840169EB3CC,Skåne,"Hörby, Kristianstad",Huaröd,
91CFEB5F-C37E-45B4-B2A5-936E3E7BC7E2,"Dalarna, Dalarna, Jämtland","Älvdalen, Malung-Sälen, Älvdalen, Härjedalen",Särna,
91DC3A63-D083-42B9-8E54-857FE00E54DD,Västra Götaland,"Ulricehamn, Borås, Borås, Ulricehamn",Varnum,
91F1E61D-99FD-43E8-9B67-0F93B4033A99,Östergötland,"Kinda, Linköping",Västra Eneby,
920C37B6-B06E-4293-8E09-D9F105794EF7,Västra Götaland,Ulricehamn,Härna,
920D5DB7-F5C3-4AD6-807D-F5F7A16D6365,Skåne,"Sjöbo, Lund, Eslöv, Hörby",Öved,
9223C594-0033-4E91-A74D-D271F31BAC97,Gotland,Gotland,Boge,
9244B10C-AC4D-4CF0-BF0B-1551312F4E4F,"Jämtland, Västernorrland","Härjedalen, Berg, Ånge",Överhogdal,
92677DE2-F52B-42E3-B887-771DC0AC622F,Gotland,Gotland,Vall,
927BA7C9-C416-4636-B0AB-D6F31B0D5F1F,Södermanland,"Flen, Eskilstuna, Flen",Lilla Malma,
929AB5B0-F0B8-4FFB-A34D-9545E0A82B1E,Norrbotten,"Gällivare, Pajala, Kiruna, Kiruna, Pajala, Gällivare",Kiruna,
92EA5E03-95D1-46C7-80C3-9D33FEBE7C5A,Halland,"Kungsbacka, Varberg, Kungsbacka",Ölmevalla,
932B0D92-7697-4080-8334-A7FD80A5CE97,Stockholm,"Sollentuna, Täby, Upplands Väsby, Vallentuna, Vallentuna, Vallentuna, Sigtuna",Fresta,
932E8198-BD74-4F93-8E46-ECEF8C601879,Östergötland,Mjölby,Veta,
9345AE0A-25AC-4324-B69B-69F79D1E1F0F,Östergötland,"Norrköping, Norrköping, Finspång, Söderköping",Norrköping,
934CE288-3083-4372-9500-5B97B7F9B973,"Kronoberg, Kronoberg, Jönköping","Alvesta, Alvesta, Värnamo, Växjö, Sävsjö",Slätthög,
9360274E-17D4-426B-B6EE-D664C21B060B,Halland,"Varberg, Kungsbacka",Landa,
937C9257-C173-4C46-8231-8AC5DBD419CB,"Dalarna, Västmanland","Avesta, Norberg",Avesta,
937E2B51-AB95-4458-9A2A-3DFE424C5A4E,Gävleborg,"Hudiksvall, Hudiksvall, Nordanstig",Forsa,
937FCA4D-CA97-4957-ACD4-B6A96ADEBB03,Kalmar,"Mönsterås, Kalmar, Borgholm, Mönsterås, Nybro",Ryssby,
93999F81-DB55-4703-8FAE-AD84249FCBD6,"Blekinge, Blekinge, Kalmar","Karlskrona, Karlskrona, Torsås",Kristianopel,
93AC3888-0216-4FCF-80C6-0E0E8CD9AC25,Jämtland,"Östersund, Åre",Norderön,
93D2DE7B-0700-4F56-9F3D-BCE7FD4F37C6,"Halland, Jönköping, Västra Götaland","Hylte, Falkenberg, Gislaved, Svenljunga",Gunnarp,
93D2FED0-6246-4DC3-93FC-0BEDE1661792,Gotland,Gotland,Fole,
93D3946A-1D53-4E16-B872-CF8E288BFA0D,"Kalmar, Östergötland","Västervik, Kinda, Åtvidaberg, Linköping",Åtvid,
93E1AA4F-83FD-485C-A29F-D37080DE1292,Örebro,"Hallsberg, Lekeberg, Lekeberg",Edsberg,
9401C14B-6F24-4E3F-B240-3647960B39DC,"Dalarna, Örebro, Dalarna","Ludvika, Lindesberg, Ludvika, Ljusnarsberg, Smedjebacken, Säter",Norrbärke,
94096ED5-A88A-4C87-9B72-6FF0818DD5A5,"Södermanland, Västmanland","Eskilstuna, Västerås, Hallstahammar",Rytterne,
